id,embedding,type
385687,"[0.10487579298211971, -0.1354593751245375, 0.02942498888038022, 0.1599545167046072, -0.13187485301760993, -0.008464821740027507, -0.08989362311567896, -0.08879487058082633, 0.06557166062753324, 0.3315962240928714, -0.11948609113077857, -0.18953653773931947, -0.011449724819497737, -0.061219728596063776, -0.04979329673893681, -0.0004453471771557569, -0.019261710284565487, 0.08879894113849977, 0.004645604336374481, 0.0630321659686315, 0.12104508334739524, -0.05219220421807644, 0.12763930050451705, 0.07567183185402239, -0.06704051626599558, -0.1153723259385976, -0.08775716072491867, 0.17521280214502424, 0.015732904425985624, -0.00964180015814651, 0.09746211531086096, 0.0077658544388716135, -0.049955440619595774, -0.1382109152502202, 0.08604207556260463, 0.0005092862497957029, 0.06306752256591838, 0.09461936018374825, -0.0138625596450509, -0.1571855963172591, -0.013629646687884767, 0.02158616342074938, -0.0009393337562825484, 0.0212720677397718, 0.011547271145941044, -0.08621180762158548, 0.11434194151788647, -0.03520186511529428, 0.10529884078625854, 0.009105117913060224, -0.12960578770086706, -0.29100503081333473, -0.05628236174436709, -0.02957189169899887, -0.02560032936072399, -0.027165547020795947, 0.010126935731422952, -0.061077392409825404, -0.0062546260793290105, 0.0022078733742127116, 0.010251118132391759, -0.058570960247787664, 0.05411184470732914, -0.030278464825402977, -0.12274372157436975, 0.040015785835004036, 0.025388087816983828, 0.0521029813585521, 0.007215700236109587, 0.07192519331721016, -0.01712318908573337, -0.14059817575798203, 0.02737483564553023, 0.19067133706235545, -0.17434041653805413, -0.08947082629004795, 0.06795180354167533, 0.1434708286998369, 0.07647666502700139, 0.025690660055067933, 0.08459781973944626, 0.11732440539998397, 0.012535480393108341, -0.08464596055447442, 0.023890126514694576, -0.10654114518449671, 0.030224076998454006, -0.017167324048484627, -0.016877849751276545, -0.02648203842710511, -0.06730409860073841, -0.04221463599264955, 0.11260131929240337, -0.03285341412007122, -0.05792442392552771, 0.04542692167865106, -0.017664218357005605, -0.04770284184588834, 0.05538059988736635, 0.0018306762062183404, -0.04440616855817691, -0.06816916661559037, -0.030989949679635597, -0.018954402787916175, 0.05021576807681551, -0.0777263889773765, -0.0258910820797062, -0.16461051311982045, -0.012845973159960214, -0.016655222011006398, 0.0062998389751635925, 0.10827312433761731, 0.06985535787719346, -0.03784171980500416, -0.044934262632449276, 0.07756711958493974, -0.038406746935315574, -0.029785550879154205, 0.04142412820231132, 0.022956211957920622, -0.11202814712520588, 0.14408693387802562, -0.06467938497381964, -0.09088488626148614, 0.08604078929775213, -0.07729810199688728, -0.16086997649797918, 0.1287359824666803]",Movie
758323,"[0.11107833105330389, -0.17656868116828514, 0.004504495121560186, 0.12096768410757537, -0.13368761171504362, -0.009420332049750364, -0.03448350186564496, -0.067984112632001, 0.04224253921505855, 0.24334084555735064, -0.05068306788257657, -0.09819330064172327, -0.024529322835045175, -0.07726414332162151, -0.005195408801245058, -0.0029957865129316575, -0.012666604181268658, 0.03696848047091316, 0.01640848223952794, 0.04787375354786305, 0.0898716008353042, -0.047908898843985075, 0.10783128136387057, 0.042886524420041455, -0.058897720398290665, -0.09277391978085917, -0.07064052064497561, 0.1592690387570239, 0.010165862941245258, 0.01714740670307055, 0.07361852725487976, -0.017204106515707793, -0.03888710744056767, -0.06924100002359733, 0.04723603061903551, 0.03048164687624526, 0.043902952629485424, 0.049061505024739605, 0.01691414254493439, -0.13689227605513166, -0.012790810012148154, 0.020112131305073548, 0.036424260690576825, 0.005468475562063571, 0.018552158753399363, -0.08114798962476541, 0.10306694681107015, -0.009074278572914183, 0.09942310618163593, 0.0006447374339689494, -0.15256901438145948, -0.2734295418416841, -0.09134231906581189, -0.009648117118297076, -0.006916093005248818, -0.042222134551509714, 0.0015678800020737474, -0.07669792034088518, -0.032199147676127415, 0.026487561033251967, 0.03713877128295495, -0.05849780314476999, 0.07282012081697707, -0.04243216685516712, -0.13338590316215349, 0.03430504146889099, 0.04304625909939609, 0.03945735410259335, 0.023256561039768944, 0.10054212700665638, -0.0020615583169100865, -0.1723357555864082, 0.03322857324455639, 0.20339178216261425, -0.19913822033840925, -0.10834406754129663, 0.07250568829671632, 0.15121583524690524, 0.09866644181869175, 0.04282683820606356, 0.10838813183679144, 0.15405702382748396, 0.016059665095107537, -0.10583983895000387, 0.04442242564416213, -0.11783926064780917, 0.04513071898959197, -0.006706194181026674, -0.020545896048640915, -0.03576651263008865, -0.0847798717833493, -0.061009950443764074, 0.12988174313306586, -0.032709061633416484, -0.06542359109912065, 0.04823022726567217, -0.0005548739621116617, -0.05240020523243019, 0.10269449737386521, -0.028592340353140434, -0.028945298576425773, -0.07533745290752865, -0.03226632482033943, -0.03739676612489108, 0.05321311429138297, -0.08558662792279247, -0.07041240911467761, -0.20721499342205976, -0.02078185874282964, -0.02574658774078745, 0.023778357883167907, 0.14956982474599848, 0.09701992313101944, -0.0429815006668784, -0.05956276319032499, 0.10461558486804917, -0.04799574088620112, -0.04617639045265921, 0.05880647192652514, 0.0050745793568032025, -0.12395183398787332, 0.1556853700137296, -0.0785052897889732, -0.10978684193244237, 0.12306726737860457, -0.08985851663427698, -0.19031288171634422, 0.1313568613603792]",Movie
640146,"[0.07984666461270565, -0.06217196025575618, 0.09978491917991826, 0.19002551810876214, 0.019715406132121947, 0.029430203800067785, -0.11012670482553809, -0.06029597835739687, 0.01439490494148384, 0.17714297432419593, -0.14827073129077384, -0.2625842903234102, 0.08556171637536536, 0.02936283063900912, 0.046350999411672485, -0.015866614430950787, -0.05746404234641707, 0.02003353869169349, 0.10775010798259546, 0.10348856664047439, 0.046495680879837, -0.01655943359741666, 0.042937730817590676, 0.1849015569201729, 0.06060865707133079, 0.03663174032807082, -0.06540712291835245, -0.0563046888955621, -0.02011665696229927, -0.09865777179929193, 0.004339869194781975, 0.09707271830969194, 0.02382960325678311, -0.1676532901455615, 0.1062789543623806, -0.1507780613509894, 0.06056969018483279, 0.07260917825765743, -0.11152797980572386, -0.10197758566623634, -0.019665406822711656, -0.020674297765180333, -0.16095406599702866, 0.022767809830859055, -0.043859121612812677, -0.03826637916266248, 0.09169454319855487, -0.10591789061949856, 0.060484135128042224, 0.06289726930211761, -0.01939126656921802, -0.17756612188364354, 0.049857379268963574, -0.0506286401734981, -0.11056417663849333, -0.03296905907561535, 0.0037560354260086494, -0.06695318782899583, 0.0665658328262684, -0.0457675265059868, -0.0624858573627825, -0.12401821547617814, 0.0006088613299226321, -0.012999225711769148, -0.18323722472514256, 0.07567727283479511, -0.05181911145624102, 0.13239289282019295, -0.039582673936211066, 0.015788825274345566, -0.09470041657355573, -0.028478354985240806, -0.027527621524327788, 0.19182458939509026, -0.13302826493312292, -0.0560544700008098, -0.028664646204444984, 0.14310110024597356, -0.058329274981686066, -0.0285879633632293, -0.03906282862706262, 0.014587858457041164, 0.047575654393788074, -0.08604975330935984, -0.0768378410633327, -0.04887369857881913, -0.03793487862546741, -0.05533347052289387, 0.08713094883181308, 0.08230992282782838, -0.013336838099179923, 0.05657819102923138, 0.07480382598852932, -0.04608885328008989, -0.04715364930382769, 0.06942591841771521, -0.13035323770614882, -0.0337147445714389, -0.12811709230194013, 0.1435612406781849, -0.11609179832787138, -0.016408772241493036, 0.008857556895972797, 0.09560904135688086, 0.02604080052587587, -0.07165681424693827, 0.13685368662554265, -0.1380104152889048, -0.05169974147187429, 0.03783557778073238, -0.10810131611844526, 0.06375232817429462, -0.0012966134995962488, 0.07698937011760106, -0.055222509981651506, -0.0521894342635433, -0.04220318801467739, -0.043574068244929154, -0.07397319282475652, 0.1286852611780706, -0.08891691064231622, 0.17318650125844354, -0.029005653461629522, -0.06584917907089567, -0.012989051948677166, -0.05201827714963515, -0.06340477160231224, 0.15251063802083292]",Movie
677179,"[0.09179244871095867, -0.09922622864743472, -0.057688977892425594, 0.10871640709302727, -0.129719472034202, -0.008713840072352982, 0.004048325517290432, -0.15661209727644787, 0.07408526442588595, 0.1692895675686959, 0.017275356935602396, -0.002968344222993149, -0.016057350800488215, -0.15391045803440775, 0.2163415612281763, -0.007909008451417645, -0.06771535015073056, -0.10545683309487684, 0.14165483600412984, 0.16796968974221468, 0.1290059341614953, -0.09924478489310715, 0.14662060214973247, 0.046252725600602715, 0.01182302196385512, 0.030705798502462682, -0.11897070325527119, 0.13554847340382822, 0.07358782788774575, -0.042461618928785194, 0.06233310612597737, -0.02600707229681346, -0.14080708823559607, -0.27993437812707295, -0.022981409379131793, -0.24919150300940965, 0.011884023827696008, -0.08231419218406108, -0.03586667843826252, -0.19569107599359126, -0.04783826627503992, 0.06688619174431003, -0.04129359102227417, -0.04957552164398063, -0.019710929033138203, -0.05155023845181627, 0.04576477968246065, 0.05022914083643155, 0.0477393309080922, 0.04344800039769885, -0.09401187945822868, -0.026143917709389092, -0.04463875170201873, 0.09507244451428101, 0.019752596414947414, -0.008442000318258341, -0.05601758008546091, 0.05568541114522952, 0.076123415776111, -0.004291071443236524, 0.030704040571395856, -0.13638670571503325, 0.018139346938506346, 0.05206564617850776, -0.09712683395932113, -0.05842309763310148, 0.04027383921982825, -0.01567866291986759, 0.029149543800523366, -0.009681379666292142, -0.02676847998472446, 0.010867319427731316, -0.08259634425984169, 0.09788425111611342, -0.09074925874752288, -0.06717573982520694, -0.045950044091217536, 0.033322491314097855, 0.019463812771892738, 0.04807810657826704, 0.013786563352765945, 0.1795596381955834, 0.010213884445482452, -0.03729295662939281, 0.04040423520555432, -0.060985427047428334, -0.022920063932217405, 0.11859321998518536, 0.11954602414281164, 0.10254360187362846, -0.07733469927373886, 0.04941404587854562, 0.051094837715889393, 0.03291982299076894, 0.05881796151521064, -0.008937431241951423, 0.06663803369503045, -0.02588827534448435, 0.08103049406917498, -0.045433866407277, -0.09922064300774985, 0.13163071014439381, 0.10320738781341092, 0.06846220316290147, -0.020930712417243022, 0.06436628449067272, 0.03693797598084372, 0.010741481092173, -0.11189793667898015, 0.002851462677306223, -0.0844306197615694, 0.09332266009189699, -0.062456978172862034, 0.23729369308337092, -0.08586324251081999, 0.01676332570602278, -0.045348804069329174, -0.14152817665680956, -0.06489512645352324, -0.011683080164062878, 0.0825401566985849, -0.08565889199333757, 0.01659107743835959, -0.012146224627734676, 0.02198215665355303, -0.032019922347351536, -0.06832605043587964, 0.15175415826215297]",Movie
502356,"[0.02787127471855896, -0.004712111729219903, 0.012969112585695712, -0.0047339519328101235, 0.08193122167914925, 0.020314694886744783, -0.17078728471759927, 0.022377005845048155, 0.09735364078296108, -0.03347508998031313, -0.20525856427786027, -0.1004476387592667, 0.05980493582199925, -0.0031727813911219867, 0.16492727812672234, 0.0714078649007585, -0.05403775228946587, -0.01602734800432467, 0.21194639909168617, 0.09681043666901894, 0.1342984448317494, -0.12299815240104046, 0.07116551957387017, 0.14993570959966743, 0.05485249607929147, -0.06469849821486388, -0.09296493373043864, 0.08742843545983701, -0.03189019188223348, -0.20298390029974256, -0.020266985051187406, 0.17334336017871257, -0.09551120496395138, -0.1267392397958322, 0.06461184568576843, -0.12036202121084501, -0.0883122818994476, 0.15139717371987754, -0.07007246256173291, -0.11345636203598017, -0.02828767627590135, 0.07179993003630232, -0.013881584146877138, 0.11029403597506056, -0.022582018690221972, 0.03477236187954537, -0.005027161563898917, -0.08300830393443785, -0.02190656407136334, 0.0586038503614168, 0.05592994742268168, -0.12888094888258597, 0.07284801548270649, -0.0568870812433702, 0.07021147881544165, 0.13958812193242767, 0.11884260506025777, -0.0017111829241424905, 0.03874781502043705, 0.08327090751952312, -0.07184770875097725, -0.025567884249603077, 0.1117437308634108, 0.15976371479146828, -0.1868440415059077, 0.032233976655189615, 0.06386236291041666, 0.10534543786766393, -0.17956423096448715, -0.03936107049653804, 0.06779588556359559, 0.050297709777891365, -0.031359562755866, 0.060191490628138715, -0.14615053956964086, -0.0222719404982638, -0.052651722499431786, 0.049996086822514496, 0.03296329474397582, 0.09907924722175052, 0.058959963196809184, -0.06002662261204521, 0.03874257240986696, -0.17768292133105693, -0.06485815741014309, 0.018607906742713613, 0.06911946668652164, -0.051193808902790704, 0.06855844237522277, 0.067937423052928, 0.04511311881769332, 0.06508324396946305, 0.11431046309365518, -0.02148443904923397, 0.12285821082786572, 0.035147922018995956, -0.10347066785158339, 0.007223276381180241, -0.1352548092856909, 0.12489220857003624, 0.07074768585072505, 0.02202354420587862, -0.0037619301507834154, 0.07725141847978186, -0.006953582795607829, -0.007756964130248934, 0.09189862260960836, -0.02361309489340817, -0.014116853119141235, 0.017749883474155976, -0.0672435374218966, -0.01790699414208566, 0.09798826438077583, 0.027978398641233998, 0.11062343930811372, -0.08840099820285771, -0.12398285866244663, 0.008882858936778773, 0.05147138394889913, 0.10033340859102963, -0.007009143550960419, 0.06677910502631691, -0.12395936178611862, -0.024607004964446788, -0.06957687601132276, 0.019195704237045284, 0.05993749563314175, -0.12715589347673698]",Movie
